id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,system_type
co-350,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006682439778,6.462266535,2.0167981,-1.767333465,6.694933465,2.0726019,-1.534666535,6.481996158,2.0447,6.675203842,2.0447,0.2732369265,-1.554396158,-1.747603842,,,,
co-351,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006682439778,7.884666535,2.0167981,-1.767333465,8.117333465,2.0726019,-1.534666535,7.904396158,2.0447,8.097603842,2.0447,0.2732369265,-1.747603842,-1.554396158,,,,
co-352,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002926555177,8.477591782,2.0167981,-1.4249019,9.674225,2.0726019,-1.3690981,8.477591782,2.0447,9.674225,2.0447,1.196633218,-1.397,-1.397,,,,
co-353,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001147542765,-6.406808218,2.0167981,-1.9329019,-5.937591782,2.0726019,-1.8770981,-6.406808218,2.0447,-5.937591782,2.0447,0.4692164369,-1.905,-1.905,,,,
co-354,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006682439778,-6.999733465,2.0167981,-1.767333465,-6.767066535,2.0726019,-1.534666535,-6.980003842,2.0447,-6.786796158,2.0447,0.2732369265,-1.554396158,-1.747603842,,,,
co-355,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006682439778,-5.577333465,2.0167981,-1.767333465,-5.344666535,2.0726019,-1.534666535,-5.557603842,2.0447,-5.364396158,2.0447,0.2732369265,-1.747603842,-1.554396158,,,,
co-356,Electrical Metallic Tubing (EMT),,lv-8,,,,0.00218888369,-8.255,2.0167981,-1.4249019,-7.359991782,2.0726019,-1.3690981,-7.359991782,2.0447,-8.255,2.0447,0.8950082184,-1.397,-1.397,,,,
co-357,Electrical Metallic Tubing (EMT),,lv-8,,,,0.009069476804,-12.3698,2.0167981,-1.4249019,-8.6614,2.0726019,-1.3690981,-8.6614,2.0447,-12.3698,2.0447,3.7084,-1.397,-1.397,,,,
co-358,Electrical Metallic Tubing (EMT),,lv-8,,,,0.009177350406,-17.9705,2.0167981,-2.1869019,-14.21799178,2.0726019,-2.1310981,-14.21799178,2.0447,-17.9705,2.0447,3.752508218,-2.159,-2.159,,,,
co-359,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001546749259,-13.85773346,2.0167981,-2.021333465,-13.37106654,2.0726019,-1.534666535,-13.83800384,2.0447,-13.39079616,2.0447,0.6324471714,-2.001603842,-1.554396158,,,,
co-360,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0005737713826,-13.01080822,2.0167981,-1.4249019,-12.7762,2.0726019,-1.3690981,-13.01080822,2.0447,-12.7762,2.0447,0.2346082184,-1.397,-1.397,,,,
co-361,Electrical Metallic Tubing (EMT),,lv-8,,,,0.004363073335,-20.16090822,2.0167981,-2.1869019,-18.3769,2.0726019,-2.1310981,-18.3769,2.0447,-20.16090822,2.0447,1.784008218,-2.159,-2.159,,,,
co-362,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001147542765,-21.57060822,2.0167981,-2.6822019,-21.10139178,2.0726019,-2.6263981,-21.57060822,2.0447,-21.10139178,2.0447,0.4692164369,-2.6543,-2.6543,,,,
co-363,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006243187138,-22.15083346,2.0167981,-2.516633465,-21.93086654,2.0726019,-2.296666535,-22.13110384,2.0447,-21.95059616,2.0447,0.2552764143,-2.316396158,-2.496903842,,,,
co-364,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006243187138,-20.74113346,2.0167981,-2.516633465,-20.52116654,2.0726019,-2.296666535,-20.54089616,2.0447,-20.72140384,2.0447,0.2552764143,-2.316396158,-2.496903842,,,,
co-365,Electrical Metallic Tubing (EMT),,lv-8,,,,0.004378603261,-24.30145,2.0167981,-2.1869019,-22.51109178,2.0726019,-2.1310981,-22.51109178,2.0447,-24.30145,2.0447,1.790358218,-2.159,-2.159,,,,
co-366,Electrical Metallic Tubing (EMT),,lv-8,,,,0.004363073335,-26.49820822,2.0167981,-2.1869019,-24.7142,2.0726019,-2.1310981,-24.7142,2.0447,-26.49820822,2.0447,1.784008218,-2.159,-2.159,,,,
co-367,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001147542765,-27.90790822,2.0167981,-2.6822019,-27.43869178,2.0726019,-2.6263981,-27.90790822,2.0447,-27.43869178,2.0447,0.4692164369,-2.6543,-2.6543,,,,
co-368,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006243187138,-28.48813346,2.0167981,-2.516633465,-28.26816654,2.0726019,-2.296666535,-28.46840384,2.0447,-28.28789616,2.0447,0.2552764143,-2.316396158,-2.496903842,,,,
co-369,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006243187138,-27.07843346,2.0167981,-2.516633465,-26.85846654,2.0726019,-2.296666535,-26.87819616,2.0447,-27.05870384,2.0447,0.2552764143,-2.316396158,-2.496903842,,,,
co-370,Electrical Metallic Tubing (EMT),,lv-8,,,,0.003974825184,-30.47365,2.0167981,-2.1869019,-28.84839178,2.0726019,-2.1310981,-28.84839178,2.0447,-30.47365,2.0447,1.625258218,-2.159,-2.159,,,,
co-371,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,-8.4699094,2.207051473,-1.3642594,-8.4464906,2.7051,-1.3408406,-8.4582,2.207051473,-8.4582,2.7051,0.4980485269,-1.35255,-1.35255,,,,
co-372,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,-8.4699094,1.3843,-1.3642594,-8.4464906,1.902251473,-1.3408406,-8.4582,1.3843,-8.4582,1.902251473,0.5179514731,-1.35255,-1.35255,,,,
co-373,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001474350422,-9.2319094,6.731602815,-1.3579094,-9.2084906,7.0739,-1.3344906,-9.2202,6.731602815,-9.2202,7.0739,0.3422971855,-1.3462,-1.3462,,,,
co-374,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-9.2319094,5.563202815,-1.7135094,-9.2084906,6.152547185,-1.6900906,-9.2202,5.563202815,-9.2202,6.152547185,0.589344371,-1.7018,-1.7018,,,,
co-375,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002056913343,-9.2319094,4.506597454,-1.3579094,-9.2084906,4.984147185,-1.3344906,-9.2202,4.506597454,-9.2202,4.984147185,0.4775497315,-1.3462,-1.3462,,,,
co-376,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-9.2319094,5.166598699,-1.631076301,-9.2084906,5.380751301,-1.416923699,-9.2202,5.174878495,-9.2202,5.372471505,0.2794387138,-1.425203495,-1.622796505,,,,
co-377,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-9.2319094,6.334998699,-1.631076301,-9.2084906,6.549151301,-1.416923699,-9.2202,6.540871505,-9.2202,6.343278495,0.2794387138,-1.425203495,-1.622796505,,,,
co-378,Electrical Metallic Tubing (EMT),,lv-8,,,,8.807085237E-05,-8.47386454,3.9243,-1.3579094,-8.45044574,4.128772454,-1.3344906,-8.46215514,3.9243,-8.46215514,4.128772454,0.204472454,-1.3462,-1.3462,,,,
co-379,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001637691852,-9.0312875,4.305975554,-1.3579094,-8.65106764,4.329394354,-1.3344906,-8.65106764,4.317684954,-9.0312875,4.317684954,0.3802198603,-1.3462,-1.3462,,,,
co-380,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-9.2319094,8.2931,-1.3579094,-9.2084906,9.6139,-1.3344906,-9.2202,8.2931,-9.2202,9.6139,1.3208,-1.3462,-1.3462,,,,
co-381,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,-12.5847094,2.207051473,-1.3642594,-12.5612906,2.7051,-1.3408406,-12.573,2.207051473,-12.573,2.7051,0.4980485269,-1.35255,-1.35255,,,,
co-382,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,-12.5847094,1.3843,-1.3642594,-12.5612906,1.902251473,-1.3408406,-12.573,1.3843,-12.573,1.902251473,0.5179514731,-1.35255,-1.35255,,,,
co-383,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001474350422,-18.1854094,6.731602815,-2.1135594,-18.1619906,7.0739,-2.0901406,-18.1737,6.731602815,-18.1737,7.0739,0.3422971855,-2.10185,-2.10185,,,,
co-384,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-18.1854094,5.563202815,-2.4691594,-18.1619906,6.152547185,-2.4457406,-18.1737,5.563202815,-18.1737,6.152547185,0.589344371,-2.45745,-2.45745,,,,
co-385,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000456499852,-18.1854094,3.9243,-2.1135594,-18.1619906,4.984147185,-2.0901406,-18.1737,3.9243,-18.1737,4.984147185,1.059847185,-2.10185,-2.10185,,,,
co-386,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-18.1854094,5.166598699,-2.386726301,-18.1619906,5.380751301,-2.172573699,-18.1737,5.174878495,-18.1737,5.372471505,0.2794387138,-2.180853495,-2.378446505,,,,
co-387,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-18.1854094,6.334998699,-2.386726301,-18.1619906,6.549151301,-2.172573699,-18.1737,6.540871505,-18.1737,6.343278495,0.2794387138,-2.180853495,-2.378446505,,,,
co-388,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,-18.1854094,2.207051473,-2.1135594,-18.1619906,2.7051,-2.0901406,-18.1737,2.207051473,-18.1737,2.7051,0.4980485269,-2.10185,-2.10185,,,,
co-389,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,-18.1854094,1.3843,-2.1135594,-18.1619906,1.902251473,-2.0901406,-18.1737,1.3843,-18.1737,1.902251473,0.5179514731,-2.10185,-2.10185,,,,
co-390,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004537647652,-18.1854094,-0.8883971855,-2.1135594,-18.1619906,0.1651,-2.0901406,-18.1737,-0.8883971855,-18.1737,0.1651,1.053497185,-2.10185,-2.10185,,,,
co-391,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-18.1854094,-2.056797185,-2.4691594,-18.1619906,-1.467452815,-2.4457406,-18.1737,-2.056797185,-18.1737,-1.467452815,0.589344371,-2.45745,-2.45745,,,,
co-392,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000150170129,-18.1854094,-2.9845,-2.1135594,-18.1619906,-2.635852815,-2.0901406,-18.1737,-2.635852815,-18.1737,-2.9845,0.3486471855,-2.10185,-2.10185,,,,
co-393,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-18.1854094,-2.453401301,-2.386726301,-18.1619906,-2.239248699,-2.172573699,-18.1737,-2.445121505,-18.1737,-2.247528495,0.2794387138,-2.180853495,-2.378446505,,,,
co-394,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-18.1854094,-1.285001301,-2.386726301,-18.1619906,-1.070848699,-2.172573699,-18.1737,-1.079128495,-18.1737,-1.276721505,0.2794387138,-2.180853495,-2.378446505,,,,
co-395,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-18.1854094,-5.5245,-2.1135594,-18.1619906,-4.2037,-2.0901406,-18.1737,-4.2037,-18.1737,-5.5245,1.3208,-2.10185,-2.10185,,,,
co-396,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-18.1854094,8.2931,-2.1135594,-18.1619906,9.6139,-2.0901406,-18.1737,8.2931,-18.1737,9.6139,1.3208,-2.10185,-2.10185,,,,
co-397,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,-24.5163594,2.207051473,-2.1135594,-24.4929406,2.7051,-2.0901406,-24.50465,2.207051473,-24.50465,2.7051,0.4980485269,-2.10185,-2.10185,,,,
co-398,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,-24.5163594,1.3843,-2.1135594,-24.4929406,1.902251473,-2.0901406,-24.50465,1.3843,-24.50465,1.902251473,0.5179514731,-2.10185,-2.10185,,,,
co-399,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,-30.6885594,2.207051473,-2.1135594,-30.6651406,2.7051,-2.0901406,-30.67685,2.207051473,-30.67685,2.7051,0.4980485269,-2.10185,-2.10185,,,,
co-400,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,-30.6885594,1.3843,-2.1135594,-30.6651406,1.902251473,-2.0901406,-30.67685,1.3843,-30.67685,1.902251473,0.5179514731,-2.10185,-2.10185,,,,
co-401,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001474350422,-24.5163594,6.731602815,-2.1135594,-24.4929406,7.0739,-2.0901406,-24.50465,6.731602815,-24.50465,7.0739,0.3422971855,-2.10185,-2.10185,,,,
co-402,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-24.5163594,5.563202815,-2.4691594,-24.4929406,6.152547185,-2.4457406,-24.50465,5.563202815,-24.50465,6.152547185,0.589344371,-2.45745,-2.45745,,,,
co-403,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000456499852,-24.5163594,3.9243,-2.1135594,-24.4929406,4.984147185,-2.0901406,-24.50465,3.9243,-24.50465,4.984147185,1.059847185,-2.10185,-2.10185,,,,
co-404,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-24.5163594,5.166598699,-2.386726301,-24.4929406,5.380751301,-2.172573699,-24.50465,5.174878495,-24.50465,5.372471505,0.2794387138,-2.180853495,-2.378446505,,,,
co-405,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-24.5163594,6.334998699,-2.386726301,-24.4929406,6.549151301,-2.172573699,-24.50465,6.540871505,-24.50465,6.343278495,0.2794387138,-2.180853495,-2.378446505,,,,
co-406,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-24.5163594,8.2931,-2.1135594,-24.4929406,9.6139,-2.0901406,-24.50465,8.2931,-24.50465,9.6139,1.3208,-2.10185,-2.10185,,,,
co-407,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001057747761,-24.5163594,-0.8883971855,-2.1135594,-24.4929406,-0.6428218622,-2.0901406,-24.50465,-0.8883971855,-24.50465,-0.6428218622,0.2455753233,-2.10185,-2.10185,,,,
co-408,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-24.5163594,-2.056797185,-2.4691594,-24.4929406,-1.467452815,-2.4457406,-24.50465,-2.056797185,-24.50465,-1.467452815,0.589344371,-2.45745,-2.45745,,,,
co-409,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000150170129,-24.5163594,-2.9845,-2.1135594,-24.4929406,-2.635852815,-2.0901406,-24.50465,-2.635852815,-24.50465,-2.9845,0.3486471855,-2.10185,-2.10185,,,,
co-410,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-24.5163594,-2.453401301,-2.386726301,-24.4929406,-2.239248699,-2.172573699,-24.50465,-2.445121505,-24.50465,-2.247528495,0.2794387138,-2.180853495,-2.378446505,,,,
co-411,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-24.5163594,-1.285001301,-2.386726301,-24.4929406,-1.070848699,-2.172573699,-24.50465,-1.079128495,-24.50465,-1.276721505,0.2794387138,-2.180853495,-2.378446505,,,,
co-412,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-24.5925594,-5.5245,-2.1135594,-24.5691406,-4.2037,-2.0901406,-24.58085,-4.2037,-24.58085,-5.5245,1.3208,-2.10185,-2.10185,,,,
co-413,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004537647652,-30.6885594,-0.8883971855,-2.1135594,-30.6651406,0.1651,-2.0901406,-30.67685,-0.8883971855,-30.67685,0.1651,1.053497185,-2.10185,-2.10185,,,,
co-414,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-30.6885594,-2.056797185,-2.4691594,-30.6651406,-1.467452815,-2.4457406,-30.67685,-2.056797185,-30.67685,-1.467452815,0.589344371,-2.45745,-2.45745,,,,
co-415,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000150170129,-30.6885594,-2.9845,-2.1135594,-30.6651406,-2.635852815,-2.0901406,-30.67685,-2.635852815,-30.67685,-2.9845,0.3486471855,-2.10185,-2.10185,,,,
co-416,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-30.6885594,-2.453401301,-2.386726301,-30.6651406,-2.239248699,-2.172573699,-30.67685,-2.445121505,-30.67685,-2.247528495,0.2794387138,-2.180853495,-2.378446505,,,,
co-417,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-30.6885594,-1.285001301,-2.386726301,-30.6651406,-1.070848699,-2.172573699,-30.67685,-1.079128495,-30.67685,-1.276721505,0.2794387138,-2.180853495,-2.378446505,,,,
co-418,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-30.6885594,-5.5245,-2.1135594,-30.6651406,-4.2037,-2.0901406,-30.67685,-4.2037,-30.67685,-5.5245,1.3208,-2.10185,-2.10185,,,,
co-419,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001474350422,4.2269156,6.731602815,-1.3579094,4.2503344,7.0739,-1.3344906,4.238625,6.731602815,4.238625,7.0739,0.3422971855,-1.3462,-1.3462,,,,
co-420,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,4.2269156,5.563202815,-1.7135094,4.2503344,6.152547185,-1.6900906,4.238625,5.563202815,4.238625,6.152547185,0.589344371,-1.7018,-1.7018,,,,
co-421,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000456499852,4.2269156,3.9243,-1.3579094,4.2503344,4.984147185,-1.3344906,4.238625,3.9243,4.238625,4.984147185,1.059847185,-1.3462,-1.3462,,,,
co-422,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,4.2269156,5.166598699,-1.631076301,4.2503344,5.380751301,-1.416923699,4.238625,5.174878495,4.238625,5.372471505,0.2794387138,-1.425203495,-1.622796505,,,,
co-423,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,4.2269156,6.334998699,-1.631076301,4.2503344,6.549151301,-1.416923699,4.238625,6.540871505,4.238625,6.343278495,0.2794387138,-1.425203495,-1.622796505,,,,
co-424,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,4.2269156,2.207051473,-1.3642594,4.2503344,2.7051,-1.3408406,4.238625,2.207051473,4.238625,2.7051,0.4980485269,-1.35255,-1.35255,,,,
co-425,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,4.2269156,1.3843,-1.3642594,4.2503344,1.902251473,-1.3408406,4.238625,1.3843,4.238625,1.902251473,0.5179514731,-1.35255,-1.35255,,,,
co-426,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,4.2269156,8.2931,-1.3579094,4.2503344,9.6139,-1.3344906,4.238625,8.2931,4.238625,9.6139,1.3208,-1.3462,-1.3462,,,,
co-427,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001474350422,9.8657156,6.731602815,-1.3579094,9.8891344,7.0739,-1.3344906,9.877425,6.731602815,9.877425,7.0739,0.3422971855,-1.3462,-1.3462,,,,
co-428,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,9.8657156,5.563202815,-1.7135094,9.8891344,6.152547185,-1.6900906,9.877425,5.563202815,9.877425,6.152547185,0.589344371,-1.7018,-1.7018,,,,
co-429,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000456499852,9.8657156,3.9243,-1.3579094,9.8891344,4.984147185,-1.3344906,9.877425,3.9243,9.877425,4.984147185,1.059847185,-1.3462,-1.3462,,,,
co-430,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,9.8657156,5.166598699,-1.631076301,9.8891344,5.380751301,-1.416923699,9.877425,5.174878495,9.877425,5.372471505,0.2794387138,-1.425203495,-1.622796505,,,,
co-431,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,9.8657156,6.334998699,-1.631076301,9.8891344,6.549151301,-1.416923699,9.877425,6.540871505,9.877425,6.343278495,0.2794387138,-1.425203495,-1.622796505,,,,
co-432,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,9.8657156,2.207051473,-1.3642594,9.8891344,2.7051,-1.3408406,9.877425,2.207051473,9.877425,2.7051,0.4980485269,-1.35255,-1.35255,,,,
co-433,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,9.8657156,1.3843,-1.3642594,9.8891344,1.902251473,-1.3408406,9.877425,1.3843,9.877425,1.902251473,0.5179514731,-1.35255,-1.35255,,,,
co-434,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,9.8657156,8.2931,-1.3579094,9.8891344,9.6139,-1.3344906,9.877425,8.2931,9.877425,9.6139,1.3208,-1.3462,-1.3462,,,,
co-435,Electrical Metallic Tubing (EMT),,lv-8,,,,0.006420788535,10.080625,2.0167981,-1.4249019,12.70600822,2.0726019,-1.3690981,12.70600822,2.0447,10.080625,2.0447,2.625383218,-1.397,-1.397,,,,
co-436,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002514176256,13.06626654,2.0167981,-1.259333465,13.83264317,2.0726019,-0.4929568254,13.08599616,2.0447,13.81291355,2.0447,1.028016437,-1.239603842,-0.5126864481,,,,
co-437,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0003866551284,14.19288691,2.0167981,-0.383274833,14.35101469,2.0726019,-0.3273883938,14.19290149,2.0447,14.3510001,2.0447,0.1580986323,-0.35529029,-0.3553729368,,,,
co-438,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0003481438197,14.5394299,2.1971,-0.3195701,14.5689701,2.7051,-0.2900299,14.5542,2.1971,14.5542,2.7051,0.508,-0.3048,-0.3048,,,,
co-439,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002030801958,17.1459906,2.2336125,-0.3165094,17.1694094,2.7051,-0.2930906,17.1577,2.2336125,17.1577,2.7051,0.4714875,-0.3048,-0.3048,,,,
co-440,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0009524939825,14.7574,2.0329906,-0.3165094,16.9687875,2.0564094,-0.2930906,16.9687875,2.0447,14.7574,2.0447,2.2113875,-0.3048,-0.3048,,,,
co-441,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002197127234,14.5394299,6.753302428,-0.3195701,14.5689701,7.0739,-0.2900299,14.5542,6.753302428,14.5542,7.0739,0.3205975725,-0.3048,-0.3048,,,,
co-442,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0003741484805,14.5394299,5.584902428,-0.6751701,14.5689701,6.130847572,-0.6456299,14.5542,5.584902428,14.5542,6.130847572,0.545945145,-0.6604,-0.6604,,,,
co-443,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0007114658687,14.5394299,3.9243,-0.3195701,14.5689701,4.962447572,-0.2900299,14.5542,3.9243,14.5542,4.962447572,1.038147572,-0.3048,-0.3048,,,,
co-444,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001617631671,14.5394299,5.179778401,-0.5764965991,14.5689701,5.367571599,-0.3887034009,14.5542,5.190222439,14.5542,5.357127561,0.2360394878,-0.3991474388,-0.5660525612,,,,
co-445,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001617631671,14.5394299,6.348178401,-0.5764965991,14.5689701,6.535971599,-0.3887034009,14.5542,6.525527561,14.5542,6.358622439,0.2360394878,-0.3991474388,-0.5660525612,,,,
co-446,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0009051739312,14.5394299,8.2931,-0.3195701,14.5689701,9.6139,-0.2900299,14.5542,8.2931,14.5542,9.6139,1.3208,-0.3048,-0.3048,,,,
co-447,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0009531777542,14.7431125,11.34470593,-0.3165094,16.9560875,11.36812473,-0.2930906,16.9560875,11.35641533,14.7431125,11.35641533,2.212975,-0.3048,-0.3048,,,,
co-448,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001440347655,14.5424906,10.8331,-0.3165094,14.5659094,11.16750283,-0.2930906,14.5542,10.8331,14.5542,11.16750283,0.3344028265,-0.3048,-0.3048,,,,
co-449,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001440347655,17.1332906,10.8331,-0.3165094,17.1567094,11.16750283,-0.2930906,17.145,10.8331,17.145,11.16750283,0.3344028265,-0.3048,-0.3048,,,,
co-450,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,17.1332906,8.2931,-0.3165094,17.1567094,9.6139,-0.2930906,17.145,8.2931,17.145,9.6139,1.3208,-0.3048,-0.3048,,,,
co-451,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001335573639,14.5262981,1.3462,-0.3835019,14.5821019,1.8923,-0.3276981,14.5542,1.3462,14.5542,1.8923,0.5461,-0.3556,-0.3556,,,,
co-452,Electrical Metallic Tubing (EMT),,lv-8,,,,0.005223636215,15.7296231,-1.259582031,-2.3393019,15.7854269,0.8763,-2.2834981,15.757525,-1.259582031,15.757525,0.8763,2.135882031,-2.3114,-2.3114,,,,
co-453,Electrical Metallic Tubing (EMT),,lv-8,,,,0.00164617216,15.7296231,-1.681183931,-3.3782,15.7854269,-1.625380131,-2.7051,15.757525,-1.653282031,15.757525,-1.653282031,0.6731,-2.7051,-3.3782,,,,
co-454,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002577967722,14.5262981,0.9245981,-1.8034,14.5821019,0.9804019,-0.7493,14.5542,0.9525,14.5542,0.9525,1.0541,-0.7493,-1.8034,,,,
co-455,Electrical Metallic Tubing (EMT),,lv-8,,,,6.91431822E-05,16.9808906,-1.70735625,-0.6530594,17.0043094,-1.546827815,-0.6296406,16.9926,-1.70735625,16.9926,-1.546827815,0.1605284355,-0.64135,-0.64135,,,,
co-456,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001069311895,16.9808906,-1.364517637,-0.5704825099,17.0043094,-1.175177563,-0.3756674901,16.9926,-1.356096505,16.9926,-1.183598695,0.2482601468,-0.5623465047,-0.3838034953,,,,
co-457,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001310245213,16.9808906,-0.9931721855,-0.3165094,17.0043094,-0.688975,-0.2930906,16.9926,-0.688975,16.9926,-0.9931721855,0.3041971855,-0.3048,-0.3048,,,,
co-458,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001069311895,16.9808906,-2.355422437,-0.5704825099,17.0043094,-2.166082363,-0.3756674901,16.9926,-2.174503495,16.9926,-2.347001305,0.2482601468,-0.5623465047,-0.3838034953,,,,
co-459,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001226879767,16.9808906,-2.822575,-0.3165094,17.0043094,-2.537732615,-0.2930906,16.9926,-2.537732615,16.9926,-2.822575,0.2848423855,-0.3048,-0.3048,,,,
co-460,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000525136668,16.9808906,-4.346575,-0.3165094,17.0043094,-3.127375,-0.2930906,16.9926,-3.127375,16.9926,-4.346575,1.2192,-0.3048,-0.3048,,,,
co-461,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000787705002,16.9808906,-6.480175,-0.3165094,17.0043094,-4.651375,-0.2930906,16.9926,-6.480175,16.9926,-4.651375,1.8288,-0.3048,-0.3048,,,,
co-462,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001097453584,15.7458156,-2.014241431,-3.3782,15.7692344,-1.990822631,-0.8302625,15.757525,-2.002532031,15.757525,-2.002532031,2.5479375,-0.8302625,-3.3782,,,,
